TfL Reference (TADS area),Camera Head Reference,Borough,Easting,Northing,Speed limit,Location,Fixed Camera Type,Site monitoring start date,Collisions;Fatal;1990,Collisions;Serious;1990,Collisions;Slight;1990,Collisions;Fatal;1991,Collisions;Serious;1991,Collisions;Slight;1991,Collisions;Fatal;1992,Collisions;Serious;1992,Collisions;Slight;1992,Collisions;Fatal;1993,Collisions;Serious;1993,Collisions;Slight;1993,Collisions;Fatal;1994,Collisions;Serious;1994,Collisions;Slight;1994,Collisions;Fatal;1995,Collisions;Serious;1995,Collisions;Slight;1995,Collisions;Fatal;1996,Collisions;Serious;1996,Collisions;Slight;1996,Collisions;Fatal;1997,Collisions;Serious;1997,Collisions;Slight;1997,Collisions;Fatal;1998,Collisions;Serious;1998,Collisions;Slight;1998,Collisions;Fatal;1999,Collisions;Serious;1999,Collisions;Slight;1999,Collisions;Fatal;2000,Collisions;Serious;2000,Collisions;Slight;2000,Collisions;Fatal;2001,Collisions;Serious;2001,Collisions;Slight;2001,Collisions;Fatal;2002,Collisions;Serious;2002,Collisions;Slight;2002,Collisions;Fatal;2003,Collisions;Serious;2003,Collisions;Slight;2003,Collisions;Fatal;2004,Collisions;Serious;2004,Collisions;Slight;2004,Collisions;Fatal;2005,Collisions;Serious;2005,Collisions;Slight;2005,Collisions;Fatal;2006,Collisions;Serious;2006,Collisions;Slight;2006,Collisions;Fatal;2007,Collisions;Serious;2007,Collisions;Slight;2007,Collisions;Fatal;2008,Collisions;Serious;2008,Collisions;Slight;2008,Collisions;Fatal;2009,Collisions;Serious;2009,Collisions;Slight;2009,Collisions;Fatal;2010,Collisions;Serious;2010,Collisions;Slight;2010,Collisions;Fatal;2011,Collisions;Serious;2011,Collisions;Slight;2011,Collisions;Fatal;2012,Collisions;Serious;2012,Collisions;Slight;2012,Casualties;Fatal;1990,Casualties;Serious;1990,Casualties;Slight;1990,Casualties;Fatal;1991,Casualties;Serious;1991,Casualties;Slight;1991,Casualties;Fatal;1992,Casualties;Serious;1992,Casualties;Slight;1992,Casualties;Fatal;1993,Casualties;Serious;1993,Casualties;Slight;1993,Casualties;Fatal;1994,Casualties;Serious;1994,Casualties;Slight;1994,Casualties;Fatal;1995,Casualties;Serious;1995,Casualties;Slight;1995,Casualties;Fatal;1996,Casualties;Serious;1996,Casualties;Slight;1996,Casualties;Fatal;1997,Casualties;Serious;1997,Casualties;Slight;1997,Casualties;Fatal;1998,Casualties;Serious;1998,Casualties;Slight;1998,Casualties;Fatal;1999,Casualties;Serious;1999,Casualties;Slight;1999,Casualties;Fatal;2000,Casualties;Serious;2000,Casualties;Slight;2000,Casualties;Fatal;2001,Casualties;Serious;2001,Casualties;Slight;2001,Casualties;Fatal;2002,Casualties;Serious;2002,Casualties;Slight;2002,Casualties;Fatal;2003,Casualties;Serious;2003,Casualties;Slight;2003,Casualties;Fatal;2004,Casualties;Serious;2004,Casualties;Slight;2004,Casualties;Fatal;2005,Casualties;Serious;2005,Casualties;Slight;2005,Casualties;Fatal;2006,Casualties;Serious;2006,Casualties;Slight;2006,Casualties;Fatal;2007,Casualties;Serious;2007,Casualties;Slight;2007,Casualties;Fatal;2008,Casualties;Serious;2008,Casualties;Slight;2008,Casualties;Fatal;2009,Casualties;Serious;2009,Casualties;Slight;2009,Casualties;Fatal;2010,Casualties;Serious;2010,Casualties;Slight;2010,Casualties;Fatal;2011,Casualties;Serious;2011,Casualties;Slight;2011,Casualties;Fatal;2012,Casualties;Serious;2012,Casualties;Slight;2012
CSL--05018,05/700001,Tower Hamlets,536123,180937,30mph,Limehouse Link Tunnel East Of Butcher Row,Speed Camera,01/12/2003,0,0,1,0,0,1,0,0,0,0,0,4,0,2,6,0,2,2,0,0,10,0,2,10,0,3,9,0,3,11,1,1,13,1,5,14,1,4,7,0,2,5,0,1,3,0,0,6,0,0,2,0,0,2,0,1,3,0,0,3,0,0,2,0,0,1,0,0,4,0,0,2,0,0,1,0,0,0,0,0,4,0,2,6,0,2,2,0,0,12,0,2,11,0,3,10,0,3,11,5,2,18,1,6,20,1,5,8,0,4,7,0,1,5,0,0,6,0,0,2,0,0,2,0,1,5,0,0,3,0,0,3,0,0,1,0,0,4
CSL--05018,05/700002,Tower Hamlets,536651,180739,30mph,Limehouse Link Tunnel By Offslip To Westferry Road (E B Central),Speed Camera,01/12/2003,0,0,1,0,0,1,0,0,0,0,0,4,0,2,6,0,2,2,0,0,10,0,2,10,0,3,9,0,3,11,1,1,13,1,5,14,1,4,7,0,2,5,0,1,3,0,0,6,0,0,2,0,0,2,0,1,3,0,0,3,0,0,2,0,0,1,0,0,4,0,0,2,0,0,1,0,0,0,0,0,4,0,2,6,0,2,2,0,0,12,0,2,11,0,3,10,0,3,11,5,2,18,1,6,20,1,5,8,0,4,7,0,1,5,0,0,6,0,0,2,0,0,2,0,1,5,0,0,3,0,0,3,0,0,1,0,0,4
CSL--05018,05/700003,Tower Hamlets,180239,180239,30mph,Limehouse Link Tunnel By Castor Lane,Speed Camera,01/12/2003,0,0,1,0,0,1,0,0,0,0,0,4,0,2,6,0,2,2,0,0,10,0,2,10,0,3,9,0,3,11,1,1,13,1,5,14,1,4,7,0,2,5,0,1,3,0,0,6,0,0,2,0,0,2,0,1,3,0,0,3,0,0,2,0,0,1,0,0,4,0,0,2,0,0,1,0,0,0,0,0,4,0,2,6,0,2,2,0,0,12,0,2,11,0,3,10,0,3,11,5,2,18,1,6,20,1,5,8,0,4,7,0,1,5,0,0,6,0,0,2,0,0,2,0,1,5,0,0,3,0,0,3,0,0,1,0,0,4
CSL--05018,05/700004,Tower Hamlets,537265,180714,30mph,Limehouse Link Tunnel By Aspen Way,Speed Camera,01/12/2003,0,0,1,0,0,1,0,0,0,0,0,4,0,2,6,0,2,2,0,0,10,0,2,10,0,3,9,0,3,11,1,1,13,1,5,14,1,4,7,0,2,5,0,1,3,0,0,6,0,0,2,0,0,2,0,1,3,0,0,3,0,0,2,0,0,1,0,0,4,0,0,2,0,0,1,0,0,0,0,0,4,0,2,6,0,2,2,0,0,12,0,2,11,0,3,10,0,3,11,5,2,18,1,6,20,1,5,8,0,4,7,0,1,5,0,0,6,0,0,2,0,0,2,0,1,5,0,0,3,0,0,3,0,0,1,0,0,4
CSL--05018,05/700005,Tower Hamlets,536626,180763,30mph,Limehouse Link Tunnel By Onslip From Westferry Road Central,Speed Camera,01/12/2003,0,0,1,0,0,1,0,0,0,0,0,4,0,2,6,0,2,2,0,0,10,0,2,10,0,3,9,0,3,11,1,1,13,1,5,14,1,4,7,0,2,5,0,1,3,0,0,6,0,0,2,0,0,2,0,1,3,0,0,3,0,0,2,0,0,1,0,0,4,0,0,2,0,0,1,0,0,0,0,0,4,0,2,6,0,2,2,0,0,12,0,2,11,0,3,10,0,3,11,5,2,18,1,6,20,1,5,8,0,4,7,0,1,5,0,0,6,0,0,2,0,0,2,0,1,5,0,0,3,0,0,3,0,0,1,0,0,4
CSL--05018,05/700006,Tower Hamlets,536154,180943,30mph,Limehouse Link Tunnel By Georges Square,Speed Camera,01/12/2003,0,0,1,0,0,1,0,0,0,0,0,4,0,2,6,0,2,2,0,0,10,0,2,10,0,3,9,0,3,11,1,1,13,1,5,14,1,4,7,0,2,5,0,1,3,0,0,6,0,0,2,0,0,2,0,1,3,0,0,3,0,0,2,0,0,1,0,0,4,0,0,2,0,0,1,0,0,0,0,0,4,0,2,6,0,2,2,0,0,12,0,2,11,0,3,10,0,3,11,5,2,18,1,6,20,1,5,8,0,4,7,0,1,5,0,0,6,0,0,2,0,0,2,0,1,5,0,0,3,0,0,3,0,0,1,0,0,4
CS-B-05011,05/701551,Tower Hamlets,537119,179953,30mph,A1206  Westferry Road  north of jw Cuba Street,Speed Camera,01/08/2000,0,1,4,0,0,3,0,3,1,0,1,3,0,0,4,0,2,1,0,3,4,1,0,4,0,2,0,0,0,2,1,3,2,0,0,4,0,0,0,0,1,0,0,2,2,0,1,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,1,0,1,6,0,0,3,0,3,1,0,1,6,0,0,4,0,2,1,0,3,6,1,0,7,0,2,0,0,0,2,1,3,2,0,0,6,0,0,0,0,1,0,0,2,3,0,1,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,1,1
CSL--05020,05/701552,Tower Hamlets,535407,181235,30mph,A13  Commercial Road  opposite Steels Lane,Speed Camera,01/06/2003,0,1,13,0,2,19,0,3,11,0,2,14,0,4,7,0,6,10,0,4,8,0,2,17,0,2,18,0,3,10,0,0,15,0,1,18,0,3,12,0,3,18,0,2,10,0,2,12,0,2,11,0,3,9,0,1,7,0,0,9,0,2,8,0,0,15,1,1,15,0,1,14,0,2,20,0,3,14,0,2,16,0,4,8,0,6,12,0,4,9,0,2,18,0,2,19,0,3,12,0,0,18,0,2,20,0,3,12,0,4,21,0,2,10,0,2,13,0,2,13,0,3,10,0,1,8,0,0,9,0,2,10,0,0,15,1,1,15
CS-B-05012,05/701556,Tower Hamlets,537138,179319,30mph,A1206  Westferry Road  south of Hutchings Street,Speed Camera,01/09/2000,0,1,8,0,0,1,0,2,2,0,0,1,0,0,1,0,2,4,1,1,1,0,0,3,0,0,1,1,0,1,0,2,5,0,1,1,0,0,3,0,0,1,0,0,1,0,0,1,0,2,3,0,1,3,0,0,4,0,0,4,0,0,0,0,0,0,0,2,2,0,1,14,0,0,1,0,2,2,0,0,1,0,0,1,0,2,4,1,1,1,0,0,5,0,0,1,1,0,2,0,2,7,0,1,1,0,0,4,0,0,1,0,0,1,0,0,1,0,2,4,0,1,3,0,0,4,0,0,6,0,0,0,0,0,0,0,3,2
CSL--05023,05/701558,Tower Hamlets,535145,181967,30mph,A11  Mile End Road  east of Cambridge Heath Road,Speed Camera,01/07/2005,0,1,5,0,2,5,0,1,6,0,1,6,0,1,6,1,2,10,0,2,9,0,1,8,0,1,5,0,1,9,0,3,5,0,1,10,0,1,13,0,1,12,0,1,14,1,1,8,0,1,14,0,1,6,0,1,11,0,0,7,0,1,7,0,0,11,0,2,4,0,1,7,0,2,7,0,1,6,0,1,6,0,1,6,1,2,13,0,3,13,0,1,9,0,1,6,0,1,9,0,4,5,0,1,17,0,1,13,0,1,12,0,1,20,1,1,10,0,1,14,0,2,6,0,1,13,0,0,9,0,1,8,0,0,12,0,2,4
CSL--05021,05/701567,Tower Hamlets,536966,182730,30mph,A11  Bow Road  opposite Harley Grove,Speed Camera,01/06/2005,0,9,29,2,6,28,0,8,33,0,5,33,1,5,27,0,2,27,0,5,36,0,8,27,0,3,30,1,2,29,1,4,25,1,2,28,0,2,22,0,6,15,0,1,20,0,2,20,0,8,11,0,5,21,0,2,18,1,4,23,0,6,25,0,3,25,0,6,17,0,9,34,2,8,31,0,8,37,0,5,41,1,5,31,0,2,32,0,5,47,0,8,29,0,3,34,1,3,32,1,5,32,1,2,37,0,3,26,0,6,19,0,1,26,0,2,23,0,9,15,0,5,25,0,2,26,1,4,24,0,6,28,0,3,26,0,6,24
CSL--05021,05/701568,Tower Hamlets,536966,182710,30mph,A11  Bow Road  by Harley Grove,Speed Camera,01/06/2005,0,9,29,2,6,28,0,8,33,0,5,33,1,5,27,0,2,27,0,5,36,0,8,27,0,3,30,1,2,29,1,4,25,1,2,28,0,2,22,0,6,15,0,1,20,0,2,20,0,8,11,0,5,21,0,2,18,1,4,23,0,6,25,0,3,25,0,6,17,0,9,34,2,8,31,0,8,37,0,5,41,1,5,31,0,2,32,0,5,47,0,8,29,0,3,34,1,3,32,1,5,32,1,2,37,0,3,26,0,6,19,0,1,26,0,2,23,0,9,15,0,5,25,0,2,26,1,4,24,0,6,28,0,3,26,0,6,24
CSTH-05006,05/701574,Tower Hamlets,537009,184056,40mph,A12  East Cross Route  near Wick Road,Speed Camera,01/07/1993,0,0,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
CSL--05022,05/701579,Tower Hamlets,537650,178464,30mph,A1206  Westferry Road  by Transom Square nearTyndale Court,Speed Camera,01/06/2005,0,1,6,1,1,8,0,0,8,0,0,6,0,1,2,0,1,4,0,5,6,0,3,3,0,0,5,0,2,6,0,1,1,0,4,2,1,0,3,0,1,6,0,1,1,0,0,4,0,1,4,0,0,4,0,0,3,0,2,2,1,2,4,0,1,2,0,1,4,0,1,6,1,1,12,0,0,11,0,0,7,0,1,2,0,1,4,0,5,8,0,3,7,0,0,5,0,2,7,0,1,2,0,5,2,1,0,4,0,1,8,0,1,1,0,0,5,0,2,4,0,0,4,0,0,3,0,2,2,1,2,4,0,1,2,0,1,5
CSL--05024,05/701580,Tower Hamlets,535953,182217,30mph,A11  Mile End Road  by Bancroft Road,Speed Camera,01/05/2005,0,3,22,0,3,22,0,3,13,0,1,18,0,2,20,0,1,19,0,4,17,0,5,7,1,3,16,0,1,14,0,3,18,1,3,21,0,2,11,0,4,24,0,1,12,0,1,17,0,1,11,0,6,9,1,4,5,0,2,15,0,1,22,1,1,14,0,4,19,0,3,26,0,3,23,0,3,14,0,1,20,0,2,24,0,1,23,0,4,22,0,6,11,1,4,16,0,1,18,0,3,27,1,3,22,0,4,11,0,4,26,0,1,18,0,1,20,0,1,11,0,6,14,1,4,5,0,2,16,0,1,22,1,1,17,0,4,24
CSL--05022,05/701581,Tower Hamlets,537815,178357,30mph,A1206  Westferry Road  by Langbourne Place,Speed Camera,01/06/2005,0,1,6,1,1,8,0,0,8,0,0,6,0,1,2,0,1,4,0,5,6,0,3,3,0,0,5,0,2,6,0,1,1,0,4,2,1,0,3,0,1,6,0,1,1,0,0,4,0,1,4,0,0,4,0,0,3,0,2,2,1,2,4,0,1,2,0,1,4,0,1,6,1,1,12,0,0,11,0,0,7,0,1,2,0,1,4,0,5,8,0,3,7,0,0,5,0,2,7,0,1,2,0,5,2,1,0,4,0,1,8,0,1,1,0,0,5,0,2,4,0,0,4,0,0,3,0,2,2,1,2,4,0,1,2,0,1,5
CSTH-05002,05/701582,Tower Hamlets,537883,180997,30mph,A13 - East India Dock Road By Kerbey Street Eastbound,Speed Camera,01/07/2007,1,6,22,1,6,21,1,1,32,0,2,20,0,2,17,1,3,17,1,2,18,0,7,18,0,2,14,0,3,24,0,3,17,0,2,19,0,3,19,0,3,13,0,3,6,0,4,22,0,1,13,0,2,15,0,3,22,0,2,12,0,1,17,0,1,14,0,1,15,1,6,26,1,7,24,1,1,52,0,2,21,0,3,17,1,3,19,1,4,19,0,7,20,0,2,16,0,3,31,0,3,26,0,2,23,0,3,21,0,3,14,0,3,12,0,6,27,0,1,16,0,2,16,0,3,25,0,2,15,0,1,22,0,1,15,0,1,17
CSTH-05002,05/701583,Tower Hamlets,537883,180997,30mph,A13 - East India Dock Road By Poplar Bath Street Westbound,Speed Camera,01/07/2007,1,6,22,1,6,21,1,1,32,0,2,20,0,2,17,1,3,17,1,2,18,0,7,18,0,2,14,0,3,24,0,3,17,0,2,19,0,3,19,0,3,13,0,3,6,0,4,22,0,1,13,0,2,15,0,3,22,0,2,12,0,1,17,0,1,14,0,1,15,1,6,26,1,7,24,1,1,52,0,2,21,0,3,17,1,3,19,1,4,19,0,7,20,0,2,16,0,3,31,0,3,26,0,2,23,0,3,21,0,3,14,0,3,12,0,6,27,0,1,16,0,2,16,0,3,25,0,2,15,0,1,22,0,1,15,0,1,17
CSTH-05007,05/702501,Tower Hamlets,538264,181463,30mph,A12  BTNA  opposite Joshua Street,Speed Camera,01/10/1996,0,1,0,0,0,0,0,2,2,0,0,3,0,0,1,0,2,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,0,0,2,0,0,2,0,0,4,0,1,3,0,0,4,0,0,0,0,0,0,0,1,4,0,0,1,0,0,5,0,0,0,0,0,4,0,1,0,0,0,0,0,2,2,0,0,3,0,0,1,0,2,1,0,0,0,0,0,2,0,0,2,0,0,0,0,1,5,0,0,3,0,0,3,0,0,6,0,1,3,0,0,6,0,0,0,0,0,0,0,2,4,0,0,1,0,0,9,0,0,0,0,0,4
CSTH-05003,05/702502,Tower Hamlets,538258,181570,30mph,A12  BTNA  jw Abbot Road,Speed Camera,01/07/1993,0,1,6,0,1,4,0,1,2,0,1,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,0,0,1,0,0,2,0,1,6,0,1,3,0,0,3,0,0,1,0,1,2,0,0,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,6,0,1,6,0,1,2,0,1,2,0,0,0,0,0,5,0,0,1,0,0,0,0,0,3,0,0,1,0,0,2,0,1,13,0,1,3,0,0,3,0,0,1,0,1,2,0,0,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
CSTH-05004,05/702503,Tower Hamlets,538153,181967,30mph,A12  BTNA  jw Gillender Street,Speed Camera,01/07/1993,0,0,5,1,2,1,0,2,6,0,1,4,0,1,6,0,0,5,0,1,5,0,1,2,0,2,3,0,0,4,0,1,2,0,0,6,0,0,2,0,1,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,1,2,0,1,1,0,0,5,0,0,2,0,0,7,4,4,2,0,2,8,0,1,4,0,1,7,0,0,6,0,2,9,0,1,5,0,2,4,0,0,4,0,1,5,0,0,6,0,0,4,0,1,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,1,2,0,1,1,0,0,7,0,0,2
CSTH-05004,05/702504,Tower Hamlets,538124,181970,30mph,A12  BTNA  jw Gillender Street,Speed Camera,01/07/1993,0,0,5,1,2,1,0,2,6,0,1,4,0,1,6,0,0,5,0,1,5,0,1,2,0,2,3,0,0,4,0,1,2,0,0,6,0,0,2,0,1,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,1,2,0,1,1,0,0,5,0,0,2,0,0,7,4,4,2,0,2,8,0,1,4,0,1,7,0,0,6,0,2,9,0,1,5,0,2,4,0,0,4,0,1,5,0,0,6,0,0,4,0,1,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,1,2,0,1,1,0,0,7,0,0,2
CSTH-05008,05/702505,Tower Hamlets,537994,182923,30mph,"A12 Blackwall Tunnel Northern Approach By Bow Road S B
Onslip",Speed Camera,01/07/1993,1,1,7,0,4,4,0,1,6,1,1,6,0,1,4,0,1,7,0,2,3,1,2,5,0,0,2,0,0,8,0,0,9,0,2,8,0,0,7,0,0,9,0,0,3,0,0,6,0,0,5,0,2,8,0,1,3,0,1,4,0,0,2,0,0,2,0,1,3,1,1,9,0,4,6,0,1,9,1,1,7,0,1,4,0,1,10,0,2,4,1,3,5,0,0,2,0,0,12,0,0,14,0,2,11,0,0,10,0,0,13,0,0,3,0,0,7,0,0,6,0,2,10,0,1,7,0,1,6,0,0,2,0,0,2,0,1,4
CSTH-05006,05/702507,Tower Hamlets,536958,184247,40mph,A12  East Cross Route  near Wick Road,Speed Camera,01/07/1993,0,0,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
CS-B-05011,05/702580,Tower Hamlets,537118,179731,30mph,A1206  Westferry Road  north of jw Cuba Street,Speed Camera,01/08/2000,0,1,4,0,0,3,0,3,1,0,1,3,0,0,4,0,2,1,0,3,4,1,0,4,0,2,0,0,0,2,1,3,2,0,0,4,0,0,0,0,1,0,0,2,2,0,1,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,1,0,1,6,0,0,3,0,3,1,0,1,6,0,0,4,0,2,1,0,3,6,1,0,7,0,2,0,0,0,2,1,3,2,0,0,6,0,0,0,0,1,0,0,2,3,0,1,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,1,1
CS-B-05012,05/702584,Tower Hamlets,537120,179565,30mph,A1206  Westferry Road  south of Hutchings Street,Speed Camera,01/09/2000,0,1,8,0,0,1,0,2,2,0,0,1,0,0,1,0,2,4,1,1,1,0,0,3,0,0,1,1,0,1,0,2,5,0,1,1,0,0,3,0,0,1,0,0,1,0,0,1,0,2,3,0,1,3,0,0,4,0,0,4,0,0,0,0,0,0,0,2,2,0,1,14,0,0,1,0,2,2,0,0,1,0,0,1,0,2,4,1,1,1,0,0,5,0,0,1,1,0,2,0,2,7,0,1,1,0,0,4,0,0,1,0,0,1,0,0,1,0,2,4,0,1,3,0,0,4,0,0,6,0,0,0,0,0,0,0,3,2
CSL--05017,05/702604,Tower Hamlets,534530,180720,30mph,A1203  The Highway  jw Artichoke Hill,Speed Camera,01/02/2003,0,0,0,0,0,2,0,2,6,0,1,5,0,0,7,0,0,7,0,1,5,0,1,11,0,2,11,0,3,14,0,0,10,0,1,10,0,3,14,0,2,14,0,1,6,0,1,5,0,2,7,0,1,4,0,2,3,0,0,4,0,0,4,0,1,4,0,0,3,0,0,0,0,0,2,0,2,8,0,1,5,0,0,7,0,0,7,0,1,5,0,1,13,0,2,13,0,3,23,0,0,10,0,1,11,0,3,16,0,2,15,0,1,6,0,1,6,0,2,8,0,1,4,0,2,3,0,0,4,0,0,4,0,1,4,0,0,3
CSL--05017,05/702605,Tower Hamlets,534550,180705,30mph,A1203  The Highway  jw Artichoke Hill,Speed Camera,01/02/2003,0,0,0,0,0,2,0,2,6,0,1,5,0,0,7,0,0,7,0,1,5,0,1,11,0,2,11,0,3,14,0,0,10,0,1,10,0,3,14,0,2,14,0,1,6,0,1,5,0,2,7,0,1,4,0,2,3,0,0,4,0,0,4,0,1,4,0,0,3,0,0,0,0,0,2,0,2,8,0,1,5,0,0,7,0,0,7,0,1,5,0,1,13,0,2,13,0,3,23,0,0,10,0,1,11,0,3,16,0,2,15,0,1,6,0,1,6,0,2,8,0,1,4,0,2,3,0,0,4,0,0,4,0,1,4,0,0,3
CSL--05016,05/702606,Tower Hamlets,535509,180799,30mph,A1203  The Highway  West of Brodlove Lane,Speed Camera,01/02/2003,0,1,4,0,0,4,0,3,1,0,1,3,0,3,11,0,2,7,0,1,8,0,0,6,1,1,8,0,0,7,0,1,7,0,3,6,0,2,8,0,1,8,0,0,6,0,1,10,0,0,9,0,1,6,0,0,2,0,1,2,0,1,1,0,0,2,0,0,8,0,1,4,0,0,4,0,3,2,0,1,3,0,3,11,0,2,10,0,1,8,0,0,6,1,1,9,0,0,7,0,1,8,0,4,7,0,2,9,0,1,8,0,0,6,0,1,11,0,0,11,0,1,6,0,0,2,0,1,3,0,1,1,0,0,2,0,0,9
CSL--05019,05/702607,Tower Hamlets,534022,180609,30mph,A1203  East Smithfield  by Cartwright Street,Speed Camera,01/06/2003,0,4,6,0,0,4,0,0,5,0,2,10,0,4,11,0,1,9,0,1,13,0,2,9,0,2,9,0,2,14,1,1,10,0,0,14,0,1,8,0,1,8,0,1,6,0,0,4,0,2,8,0,0,4,0,1,5,0,1,6,0,0,5,0,1,3,0,0,6,0,4,7,0,0,4,0,0,6,0,2,10,0,5,14,0,1,10,0,1,16,0,2,11,0,2,10,0,2,21,2,1,15,0,0,16,0,1,8,0,1,9,0,1,7,0,0,4,0,2,10,0,0,4,0,1,6,0,1,9,0,0,5,0,1,3,0,0,7
CSL--05019,05/702608,Tower Hamlets,534033,180595,30mph,A1203  East Smithfield  by Cartwright Street,Speed Camera,01/06/2003,0,4,6,0,0,4,0,0,5,0,2,10,0,4,11,0,1,9,0,1,13,0,2,9,0,2,9,0,2,14,1,1,10,0,0,14,0,1,8,0,1,8,0,1,6,0,0,4,0,2,8,0,0,4,0,1,5,0,1,6,0,0,5,0,1,3,0,0,6,0,4,7,0,0,4,0,0,6,0,2,10,0,5,14,0,1,10,0,1,16,0,2,11,0,2,10,0,2,21,2,1,15,0,0,16,0,1,8,0,1,9,0,1,7,0,0,4,0,2,10,0,0,4,0,1,6,0,1,9,0,0,5,0,1,3,0,0,7
CSTH-05008,05/709003,Tower Hamlets,537683,183166,30mph,A12 Blackwall Tunnel Northern Approach By Bow Road By N B Onslip,Speed Camera,01/07/1993,1,1,7,0,4,4,0,1,6,1,1,6,0,1,4,0,1,7,0,2,3,1,2,5,0,0,2,0,0,8,0,0,9,0,2,8,0,0,7,0,0,9,0,0,3,0,0,6,0,0,5,0,2,8,0,1,3,0,1,4,0,0,2,0,0,2,0,1,3,1,1,9,0,4,6,0,1,9,1,1,7,0,1,4,0,1,10,0,2,4,1,3,5,0,0,2,0,0,12,0,0,14,0,2,11,0,0,10,0,0,13,0,0,3,0,0,7,0,0,6,0,2,10,0,1,7,0,1,6,0,0,2,0,0,2,0,1,4
CSLD-05015,05/709006,Tower Hamlets,534977,181288,30mph,A13  Commercial Road  nr Sidney Street (9006 was 1555),Speed Camera,01/10/2003,0,4,17,0,3,24,2,7,18,0,3,18,0,4,21,0,4,22,0,5,15,0,4,16,1,4,28,0,3,15,0,4,16,0,4,22,0,5,17,0,1,9,0,3,18,0,4,20,0,4,17,0,3,15,0,1,19,0,4,11,0,0,12,0,2,9,0,4,17,0,4,19,0,3,25,2,8,22,0,3,19,0,4,22,0,4,24,0,5,16,0,4,19,1,7,35,0,3,16,0,4,23,0,4,24,0,5,20,0,1,9,0,3,18,0,5,23,0,5,22,0,3,18,0,1,28,0,4,16,0,0,16,0,2,9,0,4,20
CSLD-05027,05/709026,Tower Hamlets,181342,536922,30mph,Burdett Road By Thomas Road,Speed Camera,01/08/2007,0,0,8,0,1,9,0,0,3,0,0,3,0,0,9,0,0,5,0,1,4,0,0,2,0,1,1,0,1,1,0,2,4,0,0,4,0,0,6,2,2,5,0,0,4,0,2,7,0,2,3,0,2,5,0,1,3,0,0,5,0,1,2,0,2,3,0,0,6,0,0,8,0,1,9,0,0,3,0,0,3,0,0,13,0,0,6,0,1,4,0,0,2,0,1,2,0,1,1,0,2,4,0,0,4,0,0,7,3,2,6,0,0,5,0,2,9,0,2,5,0,2,5,0,1,3,0,0,6,0,1,2,0,2,3,0,0,6
CSLD-05026,05/709031,Tower Hamlets,537218,181005,30mph,A13 East India Dock Road By Canton Street,Speed Camera,01/08/2007,1,4,37,1,8,29,1,5,39,0,5,23,0,2,20,0,5,19,0,2,22,0,7,22,1,1,20,0,3,26,0,3,27,0,8,26,0,4,28,1,6,20,0,3,11,0,3,19,0,1,13,0,2,17,0,3,15,0,1,19,0,2,13,0,3,16,0,1,11,1,5,49,1,9,42,1,5,54,0,5,28,0,2,20,0,5,20,0,4,26,0,7,26,1,1,23,0,3,35,0,3,37,0,9,41,0,4,41,1,6,23,0,3,16,0,5,22,0,1,17,0,2,19,0,3,20,0,1,22,0,2,17,0,3,16,0,1,13
