TfL Reference (TADS area),Camera Head Reference,Borough,Easting,Northing,Speed limit,Location,Fixed Camera Type,Site monitoring start date,Collisions;Fatal;1990,Collisions;Serious;1990,Collisions;Slight;1990,Collisions;Fatal;1991,Collisions;Serious;1991,Collisions;Slight;1991,Collisions;Fatal;1992,Collisions;Serious;1992,Collisions;Slight;1992,Collisions;Fatal;1993,Collisions;Serious;1993,Collisions;Slight;1993,Collisions;Fatal;1994,Collisions;Serious;1994,Collisions;Slight;1994,Collisions;Fatal;1995,Collisions;Serious;1995,Collisions;Slight;1995,Collisions;Fatal;1996,Collisions;Serious;1996,Collisions;Slight;1996,Collisions;Fatal;1997,Collisions;Serious;1997,Collisions;Slight;1997,Collisions;Fatal;1998,Collisions;Serious;1998,Collisions;Slight;1998,Collisions;Fatal;1999,Collisions;Serious;1999,Collisions;Slight;1999,Collisions;Fatal;2000,Collisions;Serious;2000,Collisions;Slight;2000,Collisions;Fatal;2001,Collisions;Serious;2001,Collisions;Slight;2001,Collisions;Fatal;2002,Collisions;Serious;2002,Collisions;Slight;2002,Collisions;Fatal;2003,Collisions;Serious;2003,Collisions;Slight;2003,Collisions;Fatal;2004,Collisions;Serious;2004,Collisions;Slight;2004,Collisions;Fatal;2005,Collisions;Serious;2005,Collisions;Slight;2005,Collisions;Fatal;2006,Collisions;Serious;2006,Collisions;Slight;2006,Collisions;Fatal;2007,Collisions;Serious;2007,Collisions;Slight;2007,Collisions;Fatal;2008,Collisions;Serious;2008,Collisions;Slight;2008,Collisions;Fatal;2009,Collisions;Serious;2009,Collisions;Slight;2009,Collisions;Fatal;2010,Collisions;Serious;2010,Collisions;Slight;2010,Collisions;Fatal;2011,Collisions;Serious;2011,Collisions;Slight;2011,Collisions;Fatal;2012,Collisions;Serious;2012,Collisions;Slight;2012,Casualties;Fatal;1990,Casualties;Serious;1990,Casualties;Slight;1990,Casualties;Fatal;1991,Casualties;Serious;1991,Casualties;Slight;1991,Casualties;Fatal;1992,Casualties;Serious;1992,Casualties;Slight;1992,Casualties;Fatal;1993,Casualties;Serious;1993,Casualties;Slight;1993,Casualties;Fatal;1994,Casualties;Serious;1994,Casualties;Slight;1994,Casualties;Fatal;1995,Casualties;Serious;1995,Casualties;Slight;1995,Casualties;Fatal;1996,Casualties;Serious;1996,Casualties;Slight;1996,Casualties;Fatal;1997,Casualties;Serious;1997,Casualties;Slight;1997,Casualties;Fatal;1998,Casualties;Serious;1998,Casualties;Slight;1998,Casualties;Fatal;1999,Casualties;Serious;1999,Casualties;Slight;1999,Casualties;Fatal;2000,Casualties;Serious;2000,Casualties;Slight;2000,Casualties;Fatal;2001,Casualties;Serious;2001,Casualties;Slight;2001,Casualties;Fatal;2002,Casualties;Serious;2002,Casualties;Slight;2002,Casualties;Fatal;2003,Casualties;Serious;2003,Casualties;Slight;2003,Casualties;Fatal;2004,Casualties;Serious;2004,Casualties;Slight;2004,Casualties;Fatal;2005,Casualties;Serious;2005,Casualties;Slight;2005,Casualties;Fatal;2006,Casualties;Serious;2006,Casualties;Slight;2006,Casualties;Fatal;2007,Casualties;Serious;2007,Casualties;Slight;2007,Casualties;Fatal;2008,Casualties;Serious;2008,Casualties;Slight;2008,Casualties;Fatal;2009,Casualties;Serious;2009,Casualties;Slight;2009,Casualties;Fatal;2010,Casualties;Serious;2010,Casualties;Slight;2010,Casualties;Fatal;2011,Casualties;Serious;2011,Casualties;Slight;2011,Casualties;Fatal;2012,Casualties;Serious;2012,Casualties;Slight;2012
CSLD-28033,28/709622,Brent,523303,186432,30mph,A5 Edgware Road By Gladstone Park Gardens,Speed Camera,01/10/2007,2,13,28,1,4,20,0,5,17,0,6,24,0,1,25,0,3,21,0,3,31,1,3,28,0,5,25,0,6,28,1,4,26,0,3,25,0,4,22,0,4,27,0,4,27,0,7,29,0,0,21,1,1,10,1,5,15,0,4,21,0,0,22,0,3,12,0,1,20,2,14,35,1,4,28,0,6,28,0,7,33,0,1,29,0,3,24,0,3,38,1,5,33,0,5,29,0,7,33,1,5,33,0,3,34,0,5,26,0,5,33,0,4,31,0,8,35,0,0,22,1,1,10,1,5,16,0,4,27,0,0,28,0,3,20,0,1,25
CR-B-19005,19/803005,Bromley,541059,165098,40mph,A232  Croydon Road  B265  Baston Road,Red Light,01/07/1994,0,1,3,0,1,2,0,3,3,0,0,1,0,1,3,0,0,3,0,1,2,0,0,2,0,2,1,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,2,0,2,5,0,1,3,0,3,8,0,0,1,0,2,7,0,0,4,0,1,4,0,0,3,0,4,5,0,0,1,0,0,3,0,0,2,0,2,2,0,0,0,0,0,4,0,0,2,0,0,2,0,0,1,0,0,2,0,1,1,0,0,2,0,0,2,0,0,3
CR-B-19005,19/803006,Bromley,541086,165118,40mph,A232  Croydon Road  B265  Baston Road,Red Light,01/07/1994,0,1,3,0,1,2,0,3,3,0,0,1,0,1,3,0,0,3,0,1,2,0,0,2,0,2,1,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,2,0,2,5,0,1,3,0,3,8,0,0,1,0,2,7,0,0,4,0,1,4,0,0,3,0,4,5,0,0,1,0,0,3,0,0,2,0,2,2,0,0,0,0,0,4,0,0,2,0,0,2,0,0,1,0,0,2,0,1,1,0,0,2,0,0,2,0,0,3
CR-B-19016,19/803007,Bromley,547065,168503,30mph,A224  Sevenoaks Way  -  Leesons Hill,Red Light,01/02/1994,1,1,5,0,0,2,0,0,5,0,0,3,0,0,5,0,0,1,0,0,0,0,0,2,0,0,5,0,0,3,0,0,6,0,1,3,0,0,5,0,0,1,0,0,7,0,0,2,0,0,1,0,0,2,0,1,3,0,0,2,0,1,2,0,0,6,0,0,4,1,1,6,0,0,3,0,0,6,0,0,3,0,0,5,0,0,1,0,0,0,0,0,2,0,0,6,0,0,5,0,0,6,0,1,4,0,0,6,0,0,1,0,0,11,0,0,2,0,0,1,0,0,3,0,3,3,0,0,2,0,2,2,0,0,9,0,0,4
CR-B-19012,19/803008,Bromley,535035,169512,30mph,A232  Croydon Road  A214  Elmers End Road,Red Light,01/02/1994,0,0,3,0,2,1,0,1,6,0,1,7,0,0,1,0,1,1,0,1,3,0,0,2,0,0,4,0,0,6,0,0,7,0,0,3,0,1,5,0,0,5,0,0,3,0,1,1,0,0,2,0,1,0,0,3,6,0,1,11,0,0,4,0,0,2,0,0,3,0,0,3,0,2,2,0,1,10,0,1,8,0,0,1,0,1,1,0,1,4,0,0,3,0,0,5,0,0,6,0,0,9,0,0,3,0,2,5,0,0,5,0,0,4,0,1,1,0,0,2,0,1,0,0,3,6,0,1,12,0,0,5,0,0,3,0,0,3
CR-B-19007,19/803009,Bromley,542960,165045,30mph,A214  Farnborough Common  A232  Croydon Road,Red Light,01/02/1994,0,1,3,0,1,2,0,1,7,0,0,10,0,0,3,0,0,4,0,0,3,0,0,2,0,0,4,0,0,4,0,1,1,0,1,5,0,0,1,0,1,1,0,0,3,0,0,1,0,1,1,0,0,0,0,0,2,0,0,1,0,0,2,0,0,2,0,0,5,0,1,5,0,1,2,0,1,10,0,0,15,0,0,3,0,0,6,0,0,3,0,0,3,0,0,6,0,0,4,0,1,1,0,1,7,0,0,1,0,1,1,0,0,5,0,0,1,0,1,1,0,0,0,0,0,3,0,0,1,0,0,2,0,0,3,0,0,9
CR-B-19007,19/803010,Bromley,543041,164985,30mph,A214  Farnborough Common  A232  Croydon Road,Red Light,01/02/1994,0,1,3,0,1,2,0,1,7,0,0,10,0,0,3,0,0,4,0,0,3,0,0,2,0,0,4,0,0,4,0,1,1,0,1,5,0,0,1,0,1,1,0,0,3,0,0,1,0,1,1,0,0,0,0,0,2,0,0,1,0,0,2,0,0,2,0,0,5,0,1,5,0,1,2,0,1,10,0,0,15,0,0,3,0,0,6,0,0,3,0,0,3,0,0,6,0,0,4,0,1,1,0,1,7,0,0,1,0,1,1,0,0,5,0,0,1,0,1,1,0,0,0,0,0,3,0,0,1,0,0,2,0,0,3,0,0,9
CR-B-19006,19/803011,Bromley,543000,165022,30mph,A214  Farnborough Common  A232  Crofton Road,Red Light,01/02/1994,0,1,4,0,0,3,1,0,5,0,0,0,0,0,2,0,0,2,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,5,1,0,6,0,0,0,0,0,3,0,0,3,0,1,1,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,2,2,0,0,2,0,0,3,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CR-B-19004,19/803012,Bromley,541954,158832,30mph,A233  Main Road  -  Lebanon Gardens,Red Light,01/02/1994,0,0,7,0,0,4,0,0,2,0,0,1,0,0,1,0,1,3,0,0,3,0,2,1,0,1,2,0,0,2,0,1,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,1,1,0,1,1,0,0,1,0,0,10,0,0,5,0,0,2,0,0,1,0,0,3,0,1,5,0,0,7,0,2,1,0,1,3,0,0,2,0,1,3,0,0,1,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,1,0,1,1,0,1,1,0,0,1
CS-B-19015,19/703351,Bromley,542705,172233,30mph,Mottingham Road By Ravensworth Road N B (Omni) N+S ,Speed Camera,01/05/1997,0,4,4,0,0,2,0,0,1,0,0,4,0,0,3,0,0,2,0,1,3,0,0,2,0,0,1,0,0,3,0,0,2,0,0,3,0,1,1,0,1,1,0,1,6,0,0,2,1,0,1,0,0,3,0,0,3,0,1,1,0,0,2,0,0,0,0,0,2,0,4,6,0,0,2,0,0,1,0,0,4,0,0,4,0,0,2,0,1,4,0,0,2,0,0,1,0,0,3,0,0,4,0,0,4,0,1,1,0,1,1,0,1,6,0,0,3,1,0,1,0,0,3,0,0,4,0,1,2,0,0,2,0,0,0,0,0,2
CS-B-19015,19/703352,Bromley,542705,172233,30mph,A208  Mottingham Road  south of Ravensworth Road,Speed Camera,01/05/1997,0,4,4,0,0,2,0,0,1,0,0,4,0,0,3,0,0,2,0,1,3,0,0,2,0,0,1,0,0,3,0,0,2,0,0,3,0,1,1,0,1,1,0,1,6,0,0,2,1,0,1,0,0,3,0,0,3,0,1,1,0,0,2,0,0,0,0,0,2,0,4,6,0,0,2,0,0,1,0,0,4,0,0,4,0,0,2,0,1,4,0,0,2,0,0,1,0,0,3,0,0,4,0,0,4,0,1,1,0,1,1,0,1,6,0,0,3,1,0,1,0,0,3,0,0,4,0,1,2,0,0,2,0,0,0,0,0,2
CS-B-19009,19/703353,Bromley,543280,167650,30mph,Southborough Lane By Oxhawth Crescent E B (Omni) E+W ,Speed Camera,01/05/1997,0,0,6,0,1,9,0,2,10,0,0,5,0,1,5,0,0,1,0,1,5,0,0,4,0,2,3,0,1,2,0,1,3,0,0,7,0,2,3,0,2,2,0,0,5,0,0,5,0,1,2,0,1,0,1,0,5,0,0,4,0,0,3,0,0,6,0,0,2,0,0,8,0,1,13,0,2,11,0,0,5,0,1,6,0,0,1,0,1,7,0,0,4,0,2,4,0,1,2,0,1,5,0,0,8,0,2,3,0,2,6,0,0,5,0,0,6,0,1,2,0,1,0,1,3,8,0,0,5,0,0,4,0,0,7,0,0,2
CS-B-19009,19/703354,Bromley,543280,167650,30mph,  Southborough Lane  near Oxhawth Crescent,Speed Camera,01/05/1997,0,0,6,0,1,9,0,2,10,0,0,5,0,1,5,0,0,1,0,1,5,0,0,4,0,2,3,0,1,2,0,1,3,0,0,7,0,2,3,0,2,2,0,0,5,0,0,5,0,1,2,0,1,0,1,0,5,0,0,4,0,0,3,0,0,6,0,0,2,0,0,8,0,1,13,0,2,11,0,0,5,0,1,6,0,0,1,0,1,7,0,0,4,0,2,4,0,1,2,0,1,5,0,0,8,0,2,3,0,2,6,0,0,5,0,0,6,0,1,2,0,1,0,1,3,8,0,0,5,0,0,4,0,0,7,0,0,2
CS-B-19013,19/703355,Bromley,540998,169493,30mph,Widmore Road By Southview E B (Omni) E+W ,Speed Camera,01/05/1997,0,0,4,0,0,5,0,0,5,0,0,11,0,1,8,0,0,9,0,1,12,0,1,5,0,0,8,0,0,3,0,0,3,0,1,4,0,0,4,0,0,2,0,1,4,0,0,2,0,2,4,0,1,3,0,0,2,0,0,3,0,1,0,0,1,1,0,1,4,0,0,4,0,0,5,0,0,9,0,0,12,0,1,9,0,0,11,0,1,13,0,1,8,0,0,11,0,0,3,0,0,4,0,1,4,0,0,4,0,0,2,0,1,4,0,0,4,0,2,8,0,1,3,0,0,4,0,0,3,0,1,0,0,1,1,0,1,4
CS-B-19013,19/703356,Bromley,540998,169493,30mph,  Widmore Road West of Southview,Speed Camera,01/05/1997,0,0,4,0,0,5,0,0,5,0,0,11,0,1,8,0,0,9,0,1,12,0,1,5,0,0,8,0,0,3,0,0,3,0,1,4,0,0,4,0,0,2,0,1,4,0,0,2,0,2,4,0,1,3,0,0,2,0,0,3,0,1,0,0,1,1,0,1,4,0,0,4,0,0,5,0,0,9,0,0,12,0,1,9,0,0,11,0,1,13,0,1,8,0,0,11,0,0,3,0,0,4,0,1,4,0,0,4,0,0,2,0,1,4,0,0,4,0,2,8,0,1,3,0,0,4,0,0,3,0,1,0,0,1,1,0,1,4
CS-B-19010,19/703357,Bromley,535500,168793,30mph,Elmers End Road By Beck Lane N B (Omni) N+S ,Speed Camera,01/05/1997,0,4,10,0,1,6,1,0,10,0,1,9,0,1,7,0,2,2,0,1,13,0,2,7,0,4,5,1,0,6,0,1,8,0,2,4,0,2,5,0,1,5,0,1,5,0,0,6,0,1,2,0,0,3,0,1,0,0,1,2,0,0,7,0,0,4,0,1,2,0,6,14,0,1,8,1,0,10,0,2,9,0,1,9,0,3,2,0,2,17,0,2,8,0,5,6,1,0,10,0,1,9,0,2,5,0,2,5,0,1,7,0,1,9,0,0,6,0,1,2,0,0,3,0,1,0,0,1,3,0,0,7,0,0,4,0,1,2
CS-B-19010,19/703358,Bromley,535500,168793,30mph,A214  Elmers End Road  north of Beck Lane,Speed Camera,01/05/1997,0,4,10,0,1,6,1,0,10,0,1,9,0,1,7,0,2,2,0,1,13,0,2,7,0,4,5,1,0,6,0,1,8,0,2,4,0,2,5,0,1,5,0,1,5,0,0,6,0,1,2,0,0,3,0,1,0,0,1,2,0,0,7,0,0,4,0,1,2,0,6,14,0,1,8,1,0,10,0,2,9,0,1,9,0,3,2,0,2,17,0,2,8,0,5,6,1,0,10,0,1,9,0,2,5,0,2,5,0,1,7,0,1,9,0,0,6,0,1,2,0,0,3,0,1,0,0,1,3,0,0,7,0,0,4,0,1,2
CS-B-19014,19/703359,Bromley,537528,170612,30mph,Southend Road By Stumps Hill Lane N B (Omni) N+S ,Speed Camera,01/05/1997,0,0,0,0,1,1,0,0,3,0,1,1,0,1,2,0,0,2,1,1,0,1,1,3,0,2,4,0,0,4,0,1,3,1,0,3,0,0,3,0,1,2,0,1,1,0,0,3,0,0,3,0,0,1,1,1,1,0,0,1,0,1,3,0,0,3,0,0,3,0,0,0,0,2,1,0,0,3,0,1,1,0,1,3,0,0,3,1,1,1,1,2,7,0,2,6,0,0,4,0,1,4,1,1,4,0,0,3,0,1,2,0,1,1,0,0,3,0,0,3,0,0,1,1,1,1,0,0,1,0,1,3,0,0,4,0,0,3
CS-B-19014,19/703360,Bromley,537528,170612,30mph,A2105  Southend Road  south of Stumps Hill Lane,Speed Camera,01/05/1997,0,0,0,0,1,1,0,0,3,0,1,1,0,1,2,0,0,2,1,1,0,1,1,3,0,2,4,0,0,4,0,1,3,1,0,3,0,0,3,0,1,2,0,1,1,0,0,3,0,0,3,0,0,1,1,1,1,0,0,1,0,1,3,0,0,3,0,0,3,0,0,0,0,2,1,0,0,3,0,1,1,0,1,3,0,0,3,1,1,1,1,2,7,0,2,6,0,0,4,0,1,4,1,1,4,0,0,3,0,1,2,0,1,1,0,0,3,0,0,3,0,0,1,1,1,1,0,0,1,0,1,3,0,0,4,0,0,3
CS-B-19002,19/703361,Bromley,538011,169704,30mph,  Albemarle Road  West of Westgate Road,Speed Camera,01/02/1998,0,2,4,0,2,3,0,0,7,0,0,3,0,0,4,0,2,3,0,0,3,0,1,2,0,0,2,0,2,2,0,0,1,0,0,1,0,2,3,0,1,1,0,0,2,0,0,2,0,0,0,0,1,1,0,0,1,0,0,3,0,0,1,0,0,3,0,1,0,0,2,7,0,3,5,0,0,9,0,0,7,0,0,5,0,2,5,0,0,7,0,1,2,0,0,2,0,2,2,0,0,1,0,0,1,0,2,5,0,1,1,0,0,2,0,0,3,0,0,0,0,1,2,0,0,1,0,0,4,0,0,1,0,0,3,0,1,1
CS-B-19001,19/703362,Bromley,546403,169840,30mph,  Midfield Way West of Chipperfield Road,Speed Camera,01/05/1997,0,2,4,0,1,3,0,0,4,0,0,3,0,2,2,0,2,3,0,1,2,0,0,5,0,0,2,0,0,7,0,0,4,0,1,6,0,0,2,1,0,4,0,1,4,0,0,2,0,0,2,0,0,1,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,2,5,0,1,3,0,0,7,0,0,5,0,2,2,0,2,7,0,2,2,0,0,8,0,0,2,0,0,9,0,0,5,0,1,9,0,0,3,1,0,6,0,1,4,0,0,2,0,0,6,0,0,1,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0
CS-B-19003,19/704445,Bromley,538710,165786,30mph,A232 - Glebe Way - Silver Lane E B (Omni) E+W ,Speed Camera,01/02/1998,0,0,3,0,1,2,0,0,3,1,0,2,0,1,4,0,0,1,0,1,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,4,0,1,0,0,0,2,0,0,1,0,0,1,0,0,3,0,0,2,0,0,1,0,0,0,0,1,2,0,0,2,0,0,1,0,0,3,0,1,2,0,0,4,1,1,2,0,1,4,0,0,1,0,2,3,0,0,1,0,0,4,0,0,1,0,0,0,0,0,4,0,1,0,0,0,2,0,0,1,0,0,1,0,0,3,0,0,2,0,0,2,0,0,0,0,1,2,0,0,2,0,0,1
CS-B-19003,19/704446,Bromley,538710,165786,30mph,A232  Glebe Way  West of Silver Lane,Speed Camera,01/02/1998,0,0,3,0,1,2,0,0,3,1,0,2,0,1,4,0,0,1,0,1,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,4,0,1,0,0,0,2,0,0,1,0,0,1,0,0,3,0,0,2,0,0,1,0,0,0,0,1,2,0,0,2,0,0,1,0,0,3,0,1,2,0,0,4,1,1,2,0,1,4,0,0,1,0,2,3,0,0,1,0,0,4,0,0,1,0,0,0,0,0,4,0,1,0,0,0,2,0,0,1,0,0,1,0,0,3,0,0,2,0,0,2,0,0,0,0,1,2,0,0,2,0,0,1
CS-B-19017,19/704468,Bromley,542427,165922,30mph,A21 Hastings Road By Jackson Road N B (Omni) N+S ,Speed Camera,01/03/2000,0,5,7,0,1,7,0,0,6,0,1,7,0,0,5,0,1,8,0,4,5,0,4,7,0,2,2,0,2,6,0,1,4,0,2,2,0,0,4,0,0,4,0,1,6,0,0,3,0,1,6,0,0,4,0,1,5,0,0,1,0,0,4,1,0,1,0,2,2,0,5,10,0,1,7,0,0,9,0,1,8,0,0,5,0,1,9,0,5,8,0,4,13,0,3,3,0,2,11,0,1,4,0,2,3,0,0,5,0,0,5,0,1,7,0,0,6,0,1,7,0,0,4,0,1,5,0,0,1,0,0,7,1,0,1,0,2,2
CS-B-19017,19/704469,Bromley,542427,165922,30mph,A21  Hastings Road  south of Jackson Road,Speed Camera,01/03/2000,0,5,7,0,1,7,0,0,6,0,1,7,0,0,5,0,1,8,0,4,5,0,4,7,0,2,2,0,2,6,0,1,4,0,2,2,0,0,4,0,0,4,0,1,6,0,0,3,0,1,6,0,0,4,0,1,5,0,0,1,0,0,4,1,0,1,0,2,2,0,5,10,0,1,7,0,0,9,0,1,8,0,0,5,0,1,9,0,5,8,0,4,13,0,3,3,0,2,11,0,1,4,0,2,3,0,0,5,0,0,5,0,1,7,0,0,6,0,1,7,0,0,4,0,1,5,0,0,1,0,0,7,1,0,1,0,2,2
CSTT-18017,19/704477,Bromley,545258,171644,40mph,A20  Sidcup Bypass  near Beaverwood Club,Speed Camera,01/03/1996,0,0,1,0,0,2,0,0,1,0,1,1,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,2,0,0,1,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSTT-18016,19/704478,Bromley,546536,170536,50mph,A20  Sidcup Bypass  West of Cray Road,Speed Camera,01/03/1996,0,2,2,0,2,1,0,0,1,0,0,2,0,0,1,0,0,2,0,0,4,0,2,2,0,0,3,1,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,1,1,1,1,3,0,1,2,0,0,1,0,0,1,0,2,3,0,2,1,0,0,2,0,0,3,0,0,1,0,0,2,0,0,7,0,2,2,0,0,3,1,0,4,0,0,6,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,1,1,1,1,7,0,4,3,0,0,3,0,0,1
CSL--19018,19/704515,Bromley,541582,167713,30mph,A21  Bromley Common  by Hook Farm Road,Speed Camera,01/12/2004,0,2,4,0,0,8,0,2,2,0,2,1,0,1,7,0,3,7,0,0,4,0,2,9,0,1,4,1,0,3,0,2,8,0,3,3,0,1,4,0,0,6,0,2,1,0,1,8,1,0,4,0,0,2,0,0,3,0,1,0,0,0,3,0,0,3,0,0,6,0,3,4,0,0,10,0,2,2,0,2,2,0,1,8,0,3,9,0,0,4,0,2,11,0,1,12,1,0,4,0,2,11,0,4,8,0,1,7,0,0,7,0,2,1,0,1,9,1,0,6,0,0,2,0,0,4,0,1,0,0,0,3,0,0,4,0,0,11
CSL--19019,19/704526,Bromley,540228,169682,30mph,A12  Tweedy Road  by Florence Road,Speed Camera,01/05/2005,0,3,4,0,1,4,0,1,8,0,1,8,0,1,11,1,0,15,0,1,7,0,2,9,0,2,12,0,1,15,0,2,15,1,3,7,0,4,6,0,3,5,0,0,5,0,2,11,0,1,3,0,0,7,0,0,4,0,0,6,0,1,5,0,0,5,0,1,5,0,3,7,0,1,4,0,1,11,0,1,10,0,1,13,1,1,15,0,1,8,0,3,15,0,3,14,0,1,17,0,2,21,1,5,11,0,4,6,0,3,9,0,0,6,0,2,14,0,1,4,0,0,9,0,0,5,0,0,7,0,1,6,0,0,8,0,1,6
CSLD-19020,19/709224,Bromley,540525,168892,30mph,A21 Kentish Way By Of Elmfield Road,Speed Camera,01/10/2007,0,1,5,0,1,11,0,1,10,0,0,15,1,5,18,1,1,16,0,0,12,0,2,15,0,2,10,0,4,8,0,3,13,0,1,9,0,1,17,0,3,7,0,2,16,1,2,6,0,0,7,0,0,7,0,0,4,0,1,8,0,2,2,0,0,6,0,0,6,0,1,5,0,1,11,0,1,12,0,0,19,1,5,21,1,1,23,0,0,16,0,2,18,0,2,15,0,6,12,0,4,17,0,1,9,0,1,21,0,3,9,0,2,17,1,4,7,0,0,10,0,0,7,0,0,4,0,1,11,0,3,2,0,0,10,0,0,6
CR-B-02009,02/801042,Camden,529446,183461,30mph,Crowndale Road - Camden Street,Red Light,01/10/2000,0,1,6,0,0,3,0,1,4,0,0,4,0,0,4,0,0,3,0,2,4,0,1,1,0,1,3,0,0,5,1,0,4,0,0,1,0,0,0,0,2,1,0,0,1,0,1,4,0,0,2,0,0,4,0,0,3,0,1,0,0,0,2,0,1,0,0,0,0,0,1,7,0,0,6,0,1,4,0,0,6,0,0,6,0,0,7,0,2,7,0,1,1,0,1,3,0,0,6,1,0,5,0,0,1,0,0,0,0,4,1,0,0,1,0,1,5,0,0,2,0,0,6,0,0,3,0,1,0,0,0,3,0,2,0,0,0,0
CRL--02010,02/801050,Camden,529753,184893,30mph,Camden Road - Camden Park Road,Red Light,01/01/2003,0,4,7,0,1,8,0,2,4,0,3,3,0,2,2,0,0,4,0,2,1,0,1,7,0,0,7,0,2,7,0,4,3,0,0,9,0,2,5,0,1,5,0,0,3,0,1,1,0,0,4,0,0,3,0,0,2,0,0,3,0,0,1,0,0,4,0,0,4,0,4,7,0,1,9,0,2,4,0,3,7,0,3,4,0,0,4,0,2,2,0,2,9,0,0,8,0,2,10,0,4,8,0,0,10,0,2,7,0,1,5,0,0,3,0,1,1,0,0,7,0,0,5,0,0,2,0,0,3,0,0,2,0,0,5,0,0,5
CRTH-02007,02/802028,Camden,529721,182580,30mph,A501 - Euston Road - Eversholt Street,Red Light,01/01/1996,0,5,11,1,1,10,0,1,7,0,3,11,0,3,13,0,0,10,0,1,7,0,2,14,0,0,10,0,2,16,0,1,13,0,4,15,0,1,11,1,0,10,0,2,10,0,1,6,0,0,8,0,1,6,0,1,3,0,2,11,0,0,8,0,0,10,0,2,15,0,6,16,1,1,11,0,1,7,0,3,13,0,3,15,0,0,14,0,1,8,0,3,16,0,0,11,0,2,19,0,1,14,0,4,16,0,1,13,1,1,13,0,2,10,0,1,6,0,0,9,0,1,7,0,1,3,0,3,16,0,0,8,0,0,11,0,2,20
CRTH-02006,02/802029,Camden,529617,182491,30mph,Euston Road - Gordon Street,Red Light,01/03/1996,0,2,13,0,4,12,0,3,8,0,2,8,0,2,5,0,0,14,0,1,8,0,2,3,0,0,8,0,2,7,1,1,7,0,2,4,0,2,4,0,0,5,0,1,7,0,1,5,0,2,2,0,1,2,0,0,3,0,1,7,0,2,5,0,1,9,0,0,3,0,2,14,0,4,16,0,3,9,0,2,10,0,2,7,0,0,20,0,1,9,0,2,3,0,0,9,0,2,8,1,2,8,0,2,5,0,2,4,0,0,5,0,1,7,0,1,6,0,2,2,0,1,2,0,0,3,0,1,8,0,2,5,0,1,16,0,0,3
CRTT-02001,02/802030,Camden,526621,184073,30mph,A41 - Finchley Road - Hillgrove Road,Red Light,01/06/1996,0,3,12,0,1,8,0,0,4,0,1,9,0,1,3,0,1,5,0,0,3,0,3,0,0,2,6,0,2,2,0,1,4,0,2,3,0,0,2,0,0,3,0,1,2,0,0,4,1,0,3,0,1,2,0,0,10,0,0,5,0,0,5,0,0,1,0,1,4,0,3,19,0,1,20,0,0,6,0,1,10,0,1,3,0,1,6,0,0,3,0,3,0,0,2,8,0,2,3,0,1,4,0,2,5,0,0,2,0,0,5,0,1,4,0,0,4,1,0,5,0,1,2,0,0,16,0,0,7,0,0,6,0,0,2,0,1,5
CRTH-02004,02/802031,Camden,525171,185904,30mph,A41 - Finchley Road - Platts Lane,Red Light,01/08/1998,0,3,5,0,0,3,0,1,7,0,0,4,0,0,3,0,1,4,0,1,12,0,0,5,0,1,0,0,0,4,0,0,2,0,0,4,0,2,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,4,0,0,3,0,0,1,0,0,0,0,0,2,0,1,3,0,3,6,0,0,4,0,1,8,0,0,4,0,0,3,0,1,5,0,1,12,0,0,6,0,1,0,0,0,6,0,0,4,0,0,5,0,3,4,0,0,3,0,0,2,0,0,4,0,0,3,0,0,4,0,0,3,0,0,1,0,0,0,0,0,2,0,1,4
